"","rowid","source","Issue Flag","doi","article","fed","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","authors","year","Species","Group","environment","life_f","vivo_f","sex","exp_type_f","exposure.route","mix","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","Recovery (Days)","treatments","treatment_range","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.mg.L.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.add.measured","chem.add.dose.mg.L.measured","Nominal Dose Alternative Category","Nominal Dose Alternative Type","Nominal Dose Alternative Type Units","Measured Dose Alternative Category","Measured Dose Alternative Type","Measured Dose Alternative Type Units","effect_f","effect.metric","direction","lvl1_f","lvl2_f","lvl3_f","bio_f","target.cell.tissue","poly_f","density.g.cm3","density.reported.estimated","shape_f","charge","zetapotential.mV","zetapotential.media","size.length.um.used.for.conversions","size.width.um.used.for.conversions","size_f","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","weather.biofoul_f","size.valid","shape.valid","polymer.valid","particle.source","sodium.azide","contaminant.screen","clean.method","sol.rinse","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","total.quality","tier_zero_tech_f","tier_zero_risk_f","af.time","acute.chronic_f","af.noec","dose.surface.area.um2.mL.master","particle.surface.area.um2.mg","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","body.length.cm","body.size.source","max.size.ingest.mm","max.size.ingest.um","alpha","a.sa","a.v","a.m","a.ssa","R.ave","p.ave","x2M_trans","EC_mono_p.particles.mL_trans","mu.p.mono","mu.p.poly_trans","EC_poly_p.particles.mL_trans","CF_bio_trans","EC_env_p.particles.mL_trans","x_LL_sa_trans","x_UL_sa_trans","mu.sa.poly_trans","mu.sa.mono","EC_poly_sa.particles.mL_trans","EC_env_sa.particles.mL_trans","x2M_ingest","EC_mono_p.particles.mL_ingest","mu.p.poly_ingest","EC_poly_p.particles.mL_ingest","CF_bio_ingest","EC_env_p.particles.mL_ingest","x_LL_v_ingest","x_UL_v_ingest","mu.v.poly_ingest","mu.v.mono","EC_poly_v.particles.mL_ingest","EC_env_v.particles.mL_ingest","particles.mL.ox.stress","particles.mL.food.dilution","dose_new"
"265",5750,"Workshop",NA,"10.1016/j.envpol.2019.113024",159,"Y",2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,"Wang",2019,"Oryzias melastigma","Fish","Marine","Adult","In Vivo","F","Particle Only","water","N","Y","N","seawater",NA,NA,NA,NA,"27",NA,NA,60,NA,3,"3","3",0,"20",NA,0.002,0.5787,NA,0.5787,"reported",0.002,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Reproduction","vtg2 mRNA expression","Subcell","liver","Polystyrene",1.07,"estimated","Sphere",NA,NA,NA,10,NA,"1µm < 100µm",314.1592654,523.5987756,5.6e-07,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","N","Y","N","commercial","unknown","N","Not Cleaned","No","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut",22,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,181.80396688698,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.00661143972,181.80396688698,324649940869.607,4,"fishbase.org",2.76939075388703,2769.39075388703,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,0.5787,1,4.10309701943436,0.141039804142817,1.00881046026319,0.142282429732747,3.14159265358979,21642.4317905801,260.752190247953,314.1592654,0.69722891575369,0.703371823410288,2769.39075388703,0.5787,6.51061493801223,0.0888856130349929,1.00009716397427,0.0888942495144108,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.00399041838107434,0.00399080610598325,0.703371823410288,0.00399080610598325,351.685911705144
"266",5755,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",NA,100,81200,NA,81200,"reported",100,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Reproduction","Time to Offspring","Organism",NA,"Polyvinylchloride",1.34,"estimated","Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,2.31e-05,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,2037975112.3684,1086502842.83816,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,0.0854359997790465,3468711945.3624,2037975112.3684,88224030838458816,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,81200,1,4.10309701943436,19789.9293181213,1.00881046026319,19964.28770399,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,7815754.53088413,7884614.92560537,114.87,81200,4.34627810386335,18682.651698662,1.00617404953341,18797.9993156651,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,6542306.48109229,6582699.00536933,7884614.92560537,6582699.00536933,7884614925.60537
"267",5756,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",NA,500,253000,NA,253000,"reported",500,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","increase","Fitness","Reproduction","Time to Offspring","Organism",NA,"Polyvinylchloride",1.34,"estimated","Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,2.31e-05,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,6349848564.39907,1086502842.83816,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,0.0854359997790465,10807686233.703,6349848564.39907,274885219238055168,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,253000,1,4.10309701943436,61660.7403631119,1.00881046026319,62203.9998658802,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,24352043.0580503,24566595.7657409,114.87,253000,4.34627810386335,58210.7251202153,1.00617404953341,58570.1210204835,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,20384280.0457678,20510133.6004734,24566595.7657409,20510133.6004734,12283297882.8704
"268",5757,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",11400,45.4,NA,NA,11400,"reported",45.4,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50",NA,"Fitness","Reproduction","Number of Offspring","Organism",NA,"Polyvinylchloride",1.34,"estimated","Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,2.31e-05,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",10,286119658.633002,1086502842.83816,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,0.0854359997790465,486986652.427726,286119658.633002,12386132408355054,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,11400,1,4.10309701943436,2778.38909146038,1.00881046026319,2802.86797814638,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,1097285.73463152,1106953.32699386,114.87,11400,4.34627810386335,2622.93385917176,1.00617404953341,2639.12798274115,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,918501.156212464,924172.027847418,1106953.32699386,924172.027847418,110695332.699386
"269",5762,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",9260,12.4,NA,NA,9260,"reported",12.4,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC10",NA,"Fitness","Reproduction","Number of Offspring","Organism",NA,"Polyurethane",NA,NA,"Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,232409477.10014,NA,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,NA,395569859.779012,232409477.10014,NA,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,9260,1,4.10309701943436,2256.83184095816,1.00881046026319,2276.71556821364,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,891304.026551565,899156.825259923,114.87,9260,4.34627810386335,2130.55855578338,1.00617404953341,2143.71272984062,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,746080.763730475,750687.103321675,899156.825259923,750687.103321675,899156825.259923
"270",5763,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",72900,236,NA,NA,72900,"reported",236,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50",NA,"Fitness","Reproduction","Number of Offspring","Organism",NA,"Polyurethane",NA,NA,"Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",10,1829659922.31104,NA,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,NA,3114151487.89309,1829659922.31104,NA,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,72900,1,4.10309701943436,17767.067084865,1.00881046026319,17923.6031234098,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,7016853.51356469,7078675.22261862,114.87,72900,4.34627810386335,16772.971783651,1.00617404953341,16876.5289422658,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,5873573.18314812,5909836.91491901,7078675.22261862,5909836.91491901,707867522.261862
"271",5768,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",10700,23.6,NA,NA,10700,"reported",23.6,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC10",NA,"Fitness","Reproduction","Number of Offspring","Organism",NA,"Polylactic Acid",NA,NA,"Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,268550907.664309,NA,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,NA,457083963.243567,268550907.664309,NA,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,10700,1,4.10309701943436,2607.78625251105,1.00881046026319,2630.76204966371,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,1029908.54039976,1038982.50866967,114.87,10700,4.34627810386335,2461.87651694191,1.00617404953341,2477.07626450266,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,862101.962409944,867424.622628717,1038982.50866967,867424.622628717,1038982508.66967
"272",5769,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",51300,122,NA,NA,51300,"reported",122,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EC50",NA,"Fitness","Reproduction","Number of Offspring","Organism",NA,"Polylactic Acid",NA,NA,"Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",10,1287538463.84851,NA,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,NA,2191439935.92477,1287538463.84851,NA,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,51300,1,4.10309701943436,12502.7509115717,1.00881046026319,12612.9059016587,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,4937785.80584182,4981289.97147236,114.87,51300,4.34627810386335,11803.2023662729,1.00617404953341,11876.0759223352,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,4133255.20295609,4158774.12531338,4981289.97147236,4158774.12531338,498128997.147236
"273",5780,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",NA,100,44600,NA,44600,"reported",100,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Mortality","Mortality","Organism",NA,"Polylactic Acid",NA,NA,"Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,1119380418.86245,NA,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,NA,1905228482.30496,1119380418.86245,NA,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,44600,1,4.10309701943436,10869.8380244853,1.00881046026319,10965.6063004674,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,4292889.80390926,4330712.13894088,114.87,44600,4.34627810386335,10261.6535192158,1.00617404953341,10325.0094763382,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,3593434.34798911,3615620.38964867,4330712.13894088,3615620.38964867,4330712138.94088
"274",5781,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",NA,500,166000,NA,166000,"reported",500,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","increase","Fitness","Mortality","Mortality","Organism",NA,"Polylactic Acid",NA,NA,"Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,4166303801.14722,NA,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,NA,7091209149.38618,4166303801.14722,NA,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,166000,1,4.10309701943436,40457.2446651248,1.00881046026319,40813.6916116052,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,15978020.3463887,16118794.0597351,114.87,166000,4.34627810386335,38193.5983002203,1.00617404953341,38429.4074679852,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,13374665.9588832,13457241.8090063,16118794.0597351,13457241.8090063,8059397029.86756
"275",5784,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",NA,100,81200,NA,81200,"reported",100,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Growth","Body Length","Organism",NA,"Polyvinylchloride",1.34,"estimated","Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,2.31e-05,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,2037975112.3684,1086502842.83816,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,0.0854359997790465,3468711945.3624,2037975112.3684,88224030838458816,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,81200,1,4.10309701943436,19789.9293181213,1.00881046026319,19964.28770399,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,7815754.53088413,7884614.92560537,114.87,81200,4.34627810386335,18682.651698662,1.00617404953341,18797.9993156651,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,6542306.48109229,6582699.00536933,7884614.92560537,6582699.00536933,7884614925.60537
"276",5785,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",NA,500,253000,NA,253000,"reported",500,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Growth","Body Length","Organism",NA,"Polyvinylchloride",1.34,"estimated","Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,2.31e-05,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,6349848564.39907,1086502842.83816,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,0.0854359997790465,10807686233.703,6349848564.39907,274885219238055168,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,253000,1,4.10309701943436,61660.7403631119,1.00881046026319,62203.9998658802,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,24352043.0580503,24566595.7657409,114.87,253000,4.34627810386335,58210.7251202153,1.00617404953341,58570.1210204835,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,20384280.0457678,20510133.6004734,24566595.7657409,20510133.6004734,12283297882.8704
"277",5788,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",NA,100,45300,NA,45300,"reported",100,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","NOEC",NA,"Fitness","Growth","Body Length","Organism",NA,"Polyurethane",NA,NA,"Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",1,1136949169.83114,NA,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,NA,1935131171.48912,1136949169.83114,NA,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,45300,1,4.10309701943436,11040.4408634347,1.00881046026319,11137.7122289501,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,4360266.99814102,4398682.95726507,114.87,45300,4.34627810386335,10422.7108614457,1.00617404953341,10487.0611945767,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,3649833.54179163,3672367.79486737,4398682.95726507,3672367.79486737,4398682957.26507
"278",5789,"Workshop",NA,"10.1016/j.envpol.2020.115392",160,"Y",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,1,2,21,10,"Zimmermann",2020,"Daphnia magna","Crustacea","Freshwater","Juvenile","In Vivo",NA,"Particle Only","water","N","Y","Y","Elendt m4 medium",NA,NA,NA,NA,"20",NA,NA,21,NA,4,"1-4","10",3,"1",NA,500,113000,NA,113000,"reported",500,"reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","LOEC","decrease","Fitness","Growth","Body Length","Organism",NA,"Polyurethane",NA,NA,"Fragment",NA,NA,NA,59,NA,"1µm < 100µm",25098.2156695616,42718.1274059408,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Y","Y","Y","lab","N","Y","rinse","ultrapure water","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut",31,"Red Criteria Passed","Red Criteria Passed",1,"Chronic",2,2836098370.66046,NA,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,NA,4827148396.87132,2836098370.66046,NA,0.5,"Koelmans 2020",0.11487,114.87,2.07,1.5,1.48,1.32,1.98,0.77,1.1,83,113000,1,4.10309701943436,27540.1725732476,1.00881046026319,27782.8141693457,3.14159265358979,21642.4317905801,260.752190247953,25098.2156695616,10876604.2116984,10972432.100904,114.87,113000,4.34627810386335,25999.2566742464,1.00617404953341,26159.7773727851,0.35081117965086,531732.601123509,530.197103328499,42718.1274059408,9104441.2852639,9160652.55673318,10972432.100904,9160652.55673318,5486216050.45201
